Телефон,email,Статус,Оценка,Сервис
79535554390,,"Не опрошен",,
79525553102,,"Не опрошен",,
79025557945,,"Не опрошен",,
79355535053,,"Не опрошен",,
79355561804,,"Не опрошен",,
79515550172,,"Не опрошен",,
79045552226,,"Не опрошен",,
79255523217,,"Не опрошен",,
79535555588,,"Не опрошен",,
79035557935,,"Не опрошен",,
79075550306,,"Не опрошен",,
79055553699,,"Не опрошен",,
79355534991,,"Не опрошен",,
79525550772,,"Не опрошен",,
79025552499,,"Не опрошен",,
79515557255,,"Не опрошен",,
79045553319,,"Не опрошен",,
79535554685,,"Не опрошен",,
79045551438,,"Не опрошен",,
79535555606,,"Не опрошен",,
79515551607,,"Не опрошен",,
79085557609,,"Не опрошен",,
79525552717,,"Не опрошен",,
79015557430,,"Не опрошен",,
79155588377,,"Не опрошен",,
79155567158,,"Не опрошен",,
79515553159,,"Не опрошен",,
79515557106,,"Не опрошен",,
79525557027,,"Не опрошен",,
79255517664,,"Не опрошен",,
79025557079,,"Не опрошен",,
79535558494,,"Не опрошен",,
79255524925,,"Не опрошен",,
79355520382,,"Не опрошен",,
79515556257,,"Не опрошен",,
79535551411,,"Не опрошен",,
79535554539,,"Не опрошен",,
79075559826,,"Не опрошен",,
79155595586,,"Не опрошен",,
79535550259,,"Не опрошен",,
79155514532,,"Не опрошен",,
79525559428,,"Не опрошен",,
79035550802,,"Не опрошен",,
79525552456,,"Не опрошен",,
79045554915,,"Не опрошен",,
79055557170,,"Не опрошен",,
79155596822,,"Не опрошен",,
79155552184,,"Не опрошен",,
79095550458,,"Не опрошен",,
79535555805,,"Не опрошен",,
79515553634,,"Не опрошен",,
79075558003,,"Не опрошен",,
79355563530,,"Не опрошен",,
79065559365,,"Не опрошен",,
79525553000,,"Не опрошен",,
79155574524,,"Не опрошен",,
79355552321,,"Не опрошен",,
79065552136,,"Не опрошен",,
79085552184,,"Не опрошен",,
79155508985,,"Не опрошен",,
79255576342,,"Не опрошен",,
79535552855,,"Не опрошен",,
79515558622,,"Не опрошен",,
79075558775,,"Не опрошен",,
79535558388,,"Не опрошен",,
79535554877,,"Не опрошен",,
79535551519,,"Не опрошен",,
79525558681,,"Не опрошен",,
79355514088,,"Не опрошен",,
79155547480,,"Не опрошен",,
79025553436,,"Не опрошен",,
79085553981,,"Не опрошен",,
79065558755,,"Не опрошен",,
79035554430,,"Не опрошен",,
79085555080,,"Не опрошен",,
79515554794,,"Не опрошен",,
79155551262,,"Не опрошен",,
79025554429,,"Не опрошен",,
79255505041,,"Не опрошен",,
79085555533,,"Не опрошен",,
79255508400,,"Не опрошен",,
79535557071,,"Не опрошен",,
79085554635,,"Не опрошен",,
79025556830,,"Не опрошен",,
79535555168,,"Не опрошен",,
79525555945,,"Не опрошен",,
79065552276,,"Не опрошен",,
79155550474,,"Не опрошен",,
79255558157,,"Не опрошен",,
79525556447,,"Не опрошен",,
79515552230,,"Не опрошен",,
79515554092,,"Не опрошен",,
79035554647,,"Не опрошен",,
79155566319,,"Не опрошен",,
79535554755,,"Не опрошен",,
79525556903,,"Не опрошен",,
79015558199,,"Не опрошен",,
79525559919,,"Не опрошен",,
79085551752,,"Не опрошен",,
79525555298,,"Не опрошен",,
79085555968,,"Не опрошен",,
79535550167,,"Не опрошен",,
79015556847,,"Не опрошен",,
79075554574,,"Не опрошен",,
79045552237,,"Не опрошен",,
79355521768,,"Не опрошен",,
79155507648,,"Не опрошен",,
79255563234,,"Не опрошен",,
79155533553,,"Не опрошен",,
79525550921,,"Не опрошен",,
79055555845,,"Не опрошен",,
79535553375,,"Не опрошен",,
79525550159,,"Не опрошен",,
79255517899,,"Не опрошен",,
79355512621,,"Не опрошен",,
79515558482,,"Не опрошен",,
79155508074,,"Не опрошен",,
79095553798,,"Не опрошен",,
79525555440,,"Не опрошен",,
79045558122,,"Не опрошен",,
79525557921,,"Не опрошен",,
79255504266,,"Не опрошен",,
79065552073,,"Не опрошен",,
79085556421,,"Не опрошен",,
79515551797,,"Не опрошен",,
79355534543,,"Не опрошен",,
79075552969,,"Не опрошен",,
79155525133,,"Не опрошен",,
79535551483,,"Не опрошен",,
79525555954,,"Не опрошен",,
79155575784,,"Не опрошен",,
79334233343,user1@mail.com,Опрошен,Отлично,покупка
79334343445,user2@mail.com,Опрошен,,покупка
79226702323,chkalow@mail.ru,Опрошен,Отлично,покупка
79155598132,,"Не опрошен",,
79155575606,,"Не опрошен",,
79525556851,,"Не опрошен",,
79065558983,,"Не опрошен",,
79015550033,,"Не опрошен",,
